"pid","hid","age","sex","n.samples","wave","reporting.day","typical.day","n.contact.total","n.locations","n.loc.group","n.contact.0-4","n.contact.5-19","n.contact.20-39","n.contact.40-64","n.contact.65+","n.contact.touch","n.contact.0-4.touch","n.contact.5-19.touch","n.contact.20-39.touch","n.contact.40-64.touch","n.contact.65+.touch","n.contact.home","n.contact.school","n.contact.work","n.contact.other"
231,161,66,"F",4,"R1","Thursday","yes",17,4,"3",1,0,7,6,3,5,1,0,2,2,0,5,0,0,12
232,162,51,"M",2,"R1","Thursday","no",14,4,"3",0,0,12,2,0,13,0,0,12,1,0,1,0,13,0
233,163,48,"F",1,"R1","Thursday","yes",4,4,"3",0,1,0,3,0,4,0,1,0,3,0,1,1,0,2
234,164,15,"F",3,"R1","Thursday","no",4,2,"1",0,2,1,1,0,0,0,0,0,0,0,2,2,0,0
235,164,24,"M",2,"R1","Thursday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,164,55,"F",4,"R1","Thursday","yes",2,1,"0",0,1,0,1,0,1,0,1,0,0,0,2,0,0,0
237,165,37,"F",4,"R1","Thursday","yes",5,2,"1",0,0,1,3,1,5,0,0,1,3,1,1,0,4,0
238,165,68,"F",4,"R1","Thursday","yes",18,4,"3",0,0,2,16,12,13,0,0,1,8,4,1,0,0,17
239,166,23,"F",3,"R1","Thursday","yes",3,2,"1",0,0,2,1,0,1,0,0,0,1,0,2,0,0,1
240,166,54,"F",1,"R1","Thursday","no",5,3,"2",0,1,1,3,0,1,0,0,1,0,0,2,0,1,2
241,167,57,"F",1,"R1","Thursday","yes",7,4,"3",0,0,1,6,0,2,0,0,1,1,0,3,0,0,4
242,168,64,"F",3,"R1","Thursday","yes",13,5,"4",0,0,8,2,3,1,0,0,1,0,0,4,0,0,9
243,169,23,"M",4,"R1","Thursday","yes",5,2,"1",0,0,3,2,0,1,0,0,1,0,0,2,0,0,3
244,169,59,"F",4,"R1","Thursday","yes",5,2,"1",0,0,4,1,0,0,0,0,0,0,0,2,0,0,3
245,170,55,"M",2,"R1","Thursday","yes",8,4,"3",0,0,0,7,1,0,0,0,0,0,0,1,0,3,4
246,171,61,"F",4,"R1","Thursday","yes",9,6,"5",0,0,5,4,0,5,0,0,3,2,0,0,0,0,9
247,172,65,"M",3,"R1","Thursday","yes",2,1,"0",0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
248,173,57,"F",3,"R1","Thursday","yes",14,6,"5",2,1,5,6,0,9,2,0,2,5,0,3,0,4,7
249,174,49,"M",1,"R1","Thursday","yes",13,3,"2",0,10,0,3,0,11,0,10,0,1,0,1,0,12,0
250,174,54,"M",2,"R1","Thursday","yes",8,2,"1",0,4,1,3,0,7,0,4,1,2,0,1,0,7,0
251,175,43,"M",1,"R1","Thursday","yes",18,5,"4",0,0,17,1,0,1,0,0,1,0,0,1,0,15,2
252,175,71,"M",4,"R1","Thursday","yes",2,2,"1",0,0,1,0,1,0,0,0,0,0,0,2,0,0,0
253,176,32,"F",3,"R1","Friday","yes",9,2,"1",1,2,1,5,0,7,1,2,1,3,0,9,0,0,0
254,177,58,"F",4,"R1","Friday","no",7,3,"2",0,0,6,1,0,1,0,0,0,1,0,0,0,0,7
255,178,65,"F",4,"R1","Friday","no",8,2,"1",1,1,1,3,2,5,1,1,0,2,1,6,0,0,2
256,179,15,"M",1,"R1","Friday","yes",8,2,"1",0,6,0,2,0,6,0,4,0,2,0,2,6,0,0
257,179,61,"F",2,"R1","Friday","yes",2,1,"0",0,1,0,1,0,2,0,1,0,1,0,2,0,0,0
258,180,38,"M",4,"R1","Friday","no",11,4,"3",1,0,3,7,0,10,1,0,3,6,0,2,0,7,2
259,181,30,"M",3,"R1","Friday","yes",5,2,"1",0,0,5,0,0,1,0,0,1,0,0,0,0,4,1
260,181,33,"F",2,"R1","Friday","yes",13,3,"2",0,0,12,8,0,0,0,0,0,0,0,1,0,7,5
261,181,59,"F",4,"R1","Friday","yes",19,7,"6+",0,0,11,17,6,4,0,0,1,3,0,3,0,13,3
262,181,60,"M",3,"R1","Friday","yes",10,3,"2",0,0,9,9,0,1,0,0,1,0,0,1,0,9,0
263,182,65,"F",4,"R1","Friday","no",5,2,"1",0,0,2,2,1,0,0,0,0,0,0,1,0,0,4
264,182,67,"M",4,"R1","Friday","yes",4,2,"1",0,0,2,0,2,0,0,0,0,0,0,1,0,0,4
265,183,56,"F",4,"R1","Friday","yes",7,6,"5",0,0,3,4,0,4,0,0,2,2,0,2,0,0,5
266,183,61,"M",3,"R1","Friday","yes",12,5,"4",0,0,2,10,0,0,0,0,0,0,0,1,0,7,7
267,183,25,"F",2,"R1","Friday","yes",6,4,"3",0,0,3,3,0,5,0,0,3,2,0,2,0,0,4
268,184,75,"F",4,"R1","Friday","yes",4,2,"1",0,0,1,1,2,2,0,0,1,0,1,1,0,0,3
269,185,29,"M",2,"R1","Friday","yes",33,6,"5",0,0,33,7,0,3,0,0,3,0,0,2,0,19,12
270,185,31,"F",3,"R1","Friday","yes",32,5,"4",0,1,29,27,0,0,0,0,0,0,0,0,0,25,7
271,186,37,"F",2,"R1","Friday","no",9,3,"2",0,1,3,5,0,9,0,1,3,5,0,4,0,0,7
272,187,50,"F",4,"R1","Friday","no",7,3,"2",0,0,1,6,0,1,0,0,0,1,0,1,0,0,6
273,187,54,"M",4,"R1","Friday","no",27,8,"6+",1,0,21,23,3,6,1,0,0,2,3,1,0,26,0
274,188,60,"F",4,"R1","Friday","no",6,3,"2",0,4,5,5,0,1,0,0,0,1,0,1,0,0,5
275,189,13,"F",2,"R1","Friday","no",10,5,"4",0,8,0,2,0,8,0,7,0,1,0,2,7,0,3
276,189,46,"F",1,"R1","Friday","yes",8,3,"2",0,1,4,3,0,3,0,1,0,2,0,2,0,6,0
277,190,13,"M",4,"R1","Friday","yes",17,5,"4",0,15,0,2,0,7,0,6,0,1,0,8,14,0,0
278,190,47,"F",3,"R1","Friday","yes",1,1,"0",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
279,191,31,"F",1,"R1","Friday","yes",6,4,"3",0,0,5,1,0,3,0,0,3,0,0,1,0,5,3
280,191,55,"F",1,"R1","Friday","no",12,2,"1",0,0,1,1,10,0,0,0,0,0,0,2,0,0,10
281,192,12,"F",3,"R1","Friday","yes",24,3,"2",16,6,16,18,16,4,0,4,0,0,0,2,6,0,16
282,192,40,"M",4,"R1","Friday","yes",9,3,"2",0,1,7,1,0,2,0,1,0,1,0,2,3,3,7
283,192,42,"F",3,"R1","Friday","no",24,4,"3",21,1,21,21,20,3,1,0,0,2,0,2,0,0,22
284,193,28,"M",1,"R1","Friday","yes",5,2,"1",0,3,1,1,0,0,0,0,0,0,0,0,0,5,0
285,193,59,"F",3,"R1","Friday","no",4,2,"1",0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
286,193,60,"M",1,"R1","Friday","yes",5,3,"2",0,0,2,2,1,0,0,0,0,0,0,2,0,0,3
287,194,18,"M",4,"R1","Friday","no",7,3,"2",0,1,0,6,0,0,0,0,0,0,0,1,5,0,1
288,194,25,"M",3,"R1","Friday","no",5,3,"2",0,0,5,0,0,1,0,0,1,0,0,0,0,4,1
289,194,53,"F",4,"R1","Friday","no",1,1,"0",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
290,195,45,"F",1,"R1","Saturday","no",8,3,"2",0,7,6,6,7,0,0,0,0,0,0,2,0,0,7
291,195,69,"F",3,"R1","Saturday","no",8,4,"3",0,0,1,0,7,4,0,0,0,0,4,2,0,0,6
292,195,74,"M",4,"R1","Saturday","yes",1,2,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
293,196,50,"F",3,"R1","Saturday","no",7,5,"4",0,0,3,4,0,1,0,0,0,1,0,1,0,1,6
294,196,55,"M",4,"R1","Saturday","yes",9,3,"2",0,0,0,9,0,0,0,0,0,0,0,9,0,0,0
295,197,56,"M",4,"R1","Saturday","yes",7,3,"2",0,0,2,3,2,3,0,0,0,1,2,3,0,0,4
296,198,31,"F",1,"R1","Saturday","yes",8,1,"0",0,0,6,6,0,0,0,0,0,0,0,8,0,0,0
297,198,55,"F",1,"R1","Saturday","yes",8,1,"0",0,0,7,5,0,2,0,0,2,0,0,8,0,0,0
298,199,63,"F",2,"R1","Saturday","no",4,1,"0",0,0,4,0,0,3,0,0,3,0,0,0,0,4,0
299,200,23,"M",3,"R1","Saturday","no",10,2,"1",0,0,9,1,0,10,0,0,9,1,0,0,0,0,10
300,200,52,"F",4,"R1","Saturday","yes",25,2,"1",0,15,25,25,25,15,0,2,6,6,1,0,0,0,25
301,200,55,"M",2,"R1","Saturday","yes",8,4,"3",0,0,5,3,0,7,0,0,4,3,0,2,0,5,1
302,201,65,"F",4,"R1","Saturday","yes",4,1,"0",0,0,0,0,4,0,0,0,0,0,0,4,0,0,0
303,202,20,"M",2,"R1","Saturday","yes",2,2,"1",0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
304,203,7,"F",1,"R1","Saturday","yes",2,1,"0",0,0,0,2,0,2,0,0,0,2,0,2,0,0,0
305,203,38,"F",1,"R1","Saturday","yes",6,5,"4",0,1,2,3,0,2,0,1,0,1,0,2,5,0,1
306,203,43,"M",4,"R1","Saturday","yes",2,2,"1",0,1,0,1,0,2,0,1,0,1,0,2,0,0,0
307,204,43,"F",4,"R1","Saturday","no",15,4,"3",0,10,14,15,4,2,0,1,1,1,0,1,0,0,14
308,204,47,"M",4,"R1","Saturday","yes",12,3,"2",0,11,10,11,0,1,0,0,0,1,0,2,0,0,10
309,205,59,"F",3,"R1","Saturday","no",1,2,"1",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
310,205,68,"M",4,"R1","Saturday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,206,21,"F",4,"R1","Saturday","no",18,4,"3",0,1,13,4,0,3,0,1,2,0,0,1,0,10,7
312,206,28,"M",1,"R1","Saturday","no",14,7,"6+",0,0,5,8,1,2,0,0,1,1,0,1,0,0,13
313,207,18,"M",1,"R1","Saturday","no",3,2,"1",0,0,0,3,0,2,0,0,0,2,0,2,0,0,1
314,207,53,"M",3,"R1","Saturday","yes",3,2,"1",0,1,0,2,0,2,0,1,0,1,0,2,0,0,1
315,208,27,"M",4,"R1","Saturday","no",10,5,"4",0,0,6,4,0,0,0,0,0,0,0,2,2,0,6
316,209,19,"F",1,"R1","Saturday","yes",21,2,"1",0,7,12,2,0,2,0,2,0,0,0,1,0,0,20
317,209,50,"F",4,"R1","Saturday","no",3,2,"1",0,1,1,1,0,1,0,1,0,0,0,2,0,0,1
318,210,51,"F",3,"R1","Sunday","yes",25,6,"5",0,3,4,13,5,13,0,2,2,8,1,3,0,0,24
319,211,53,"F",4,"R1","Sunday","yes",3,2,"1",0,2,0,1,0,0,0,0,0,0,0,2,0,0,3
320,211,54,"M",4,"R1","Sunday","yes",5,2,"1",0,1,0,4,0,0,0,0,0,0,0,2,0,3,0
321,212,64,"M",4,"R1","Sunday","yes",4,1,"0",0,0,1,2,1,1,0,0,0,1,0,0,0,0,4
322,213,12,"M",2,"R1","Sunday","no",3,3,"2",0,1,0,2,0,0,0,0,0,0,0,3,0,0,3
323,213,50,"F",4,"R1","Sunday","yes",7,8,"6+",0,2,2,2,1,3,0,2,0,1,0,4,0,0,6
324,214,40,"F",4,"R1","Sunday","no",7,4,"3",0,1,4,1,1,0,0,0,0,0,0,3,0,0,4
325,214,61,"F",4,"R1","Sunday","yes",3,2,"1",0,1,1,1,0,1,0,1,0,0,0,0,0,0,3
326,214,68,"M",4,"R1","Sunday","no",26,2,"1",0,1,2,23,20,20,0,0,0,10,10,3,0,0,23
327,215,24,"M",3,"R1","Sunday","yes",5,3,"2",0,0,1,4,0,0,0,0,0,0,0,2,0,0,3
328,215,55,"F",3,"R1","Sunday","yes",156,4,"3",0,0,152,154,0,75,0,0,30,45,0,2,0,150,6
329,215,56,"M",2,"R1","Sunday","yes",112,4,"3",0,0,1,111,110,0,0,0,0,0,0,2,0,110,0
330,216,23,"F",1,"R1","Sunday","yes",4,2,"1",0,0,2,2,0,1,0,0,0,1,0,1,0,0,4
331,216,50,"F",2,"R1","Sunday","no",7,3,"2",0,0,5,2,0,2,0,0,2,0,0,2,0,0,7
332,216,60,"M",4,"R1","Sunday","yes",3,3,"2",0,0,1,2,0,0,0,0,0,0,0,2,0,0,3
333,217,22,"M",4,"R1","Sunday","yes",4,1,"0",0,0,2,2,0,2,0,0,0,2,0,4,0,0,0
334,217,58,"F",2,"R1","Sunday","yes",4,3,"2",0,0,1,3,0,2,0,0,1,1,0,2,0,0,2
335,217,59,"M",1,"R1","Sunday","yes",4,2,"1",0,0,1,3,0,2,0,0,1,1,0,2,0,2,0
336,218,45,"F",2,"R1","Sunday","no",12,7,"6+",0,3,8,0,1,10,0,3,6,0,1,5,0,2,5
337,219,30,"M",3,"R1","Sunday","no",3,2,"1",0,0,2,1,0,1,0,0,1,0,0,3,0,0,0
338,220,NA,"M",3,"R1","Sunday","no",1,1,"0",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
339,221,25,"M",2,"R1","Sunday","no",5,3,"2",0,0,5,0,0,3,0,0,3,0,0,0,0,4,3
340,222,54,"F",4,"R1","Sunday","no",3,3,"2",0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
341,223,78,"F",3,"R1","Sunday","yes",1,1,"0",0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
342,224,34,"F",2,"R1","Sunday","yes",7,4,"3",2,1,3,1,0,4,2,1,1,0,0,5,0,6,4
343,224,37,"M",2,"R1","Sunday","yes",9,7,"6+",2,1,5,1,0,4,2,1,1,0,0,6,0,1,6
344,225,13,"M",4,"R1","Sunday","no",20,4,"3",0,18,0,19,17,20,0,16,0,14,1,20,0,0,20
345,225,16,"M",3,"R1","Sunday","no",20,4,"3",0,18,0,19,17,20,0,15,0,12,1,20,0,20,20
346,225,47,"F",4,"R1","Sunday","no",21,5,"4",0,18,4,18,1,3,0,2,0,1,0,20,0,0,21
347,225,49,"M",1,"R1","Sunday","yes",20,2,"1",0,19,17,18,17,3,0,2,0,1,0,20,0,0,0
348,226,63,"F",3,"R1","Sunday","yes",1,1,"0",0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
349,227,44,"F",3,"R1","Monday","yes",2,2,"1",0,1,1,0,0,1,0,1,0,0,0,2,1,0,0
350,228,49,"F",1,"R1","Monday","yes",9,3,"2",0,0,5,4,0,1,0,0,0,1,0,1,0,6,2
351,229,74,"F",4,"R1","Monday","no",1,1,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
352,230,57,"F",4,"R1","Monday","yes",2,1,"0",0,0,1,0,1,2,0,0,1,0,1,2,0,0,0
353,231,64,"F",4,"R1","Monday","no",6,2,"1",0,0,5,0,1,0,0,0,0,0,0,0,0,5,1
354,232,81,"M",3,"R1","Monday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,233,27,"M",2,"R1","Monday","yes",15,3,"2",0,0,13,2,0,2,0,0,0,2,0,2,0,12,1
356,234,28,"F",2,"R1","Monday","yes",17,4,"3",0,0,15,2,0,3,0,0,2,1,0,3,0,10,4
357,234,30,"F",2,"R1","Monday","yes",16,3,"2",0,0,9,7,0,2,0,0,1,1,0,5,0,10,1
358,234,53,"F",4,"R1","Monday","yes",16,4,"3",0,0,14,2,0,15,0,0,14,1,0,3,0,10,3
359,234,56,"M",3,"R1","Monday","yes",4,2,"1",0,0,3,1,0,3,0,0,2,1,0,3,0,0,1
360,235,52,"F",2,"R1","Monday","yes",17,4,"3",1,0,2,10,4,15,1,0,2,10,2,9,0,0,8
361,235,57,"M",2,"R1","Monday","yes",9,2,"1",1,0,2,3,3,2,1,0,0,1,0,5,0,0,4
362,236,64,"F",4,"R1","Monday","no",15,4,"3",1,1,7,4,2,13,1,1,7,2,2,11,0,0,4
363,237,52,"F",3,"R1","Monday","yes",11,2,"1",0,0,2,9,0,0,0,0,0,0,0,0,0,0,11
364,238,49,"F",4,"R1","Monday","yes",11,8,"6+",0,2,3,5,1,4,0,1,1,2,0,2,0,0,11
365,239,23,"F",3,"R1","Monday","yes",34,4,"3",0,19,4,11,0,6,0,1,1,4,0,17,0,13,4
366,239,54,"F",3,"R1","Monday","no",52,5,"4",0,0,15,49,15,19,0,0,2,7,10,2,0,46,4
367,239,59,"M",4,"R1","Monday","no",11,6,"5",0,1,7,3,0,3,0,0,2,1,0,2,0,0,11
368,240,45,"F",2,"R1","Monday","no",3,1,"0",0,0,3,0,0,2,0,0,2,0,0,0,0,0,3
369,241,41,"F",4,"R1","Monday","no",1,1,"0",0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
370,242,43,"F",2,"R1","Monday","yes",7,3,"2",0,1,2,4,0,3,0,1,0,2,0,2,0,3,2
371,243,30,"F",1,"R1","Monday","yes",4,4,"3",0,0,1,3,0,2,0,0,0,2,0,1,0,0,4
372,243,51,"F",3,"R1","Monday","yes",9,5,"4",0,0,6,3,0,4,0,0,4,0,0,1,0,5,4
373,244,72,"F",4,"R1","Monday","yes",3,3,"2",0,1,0,1,1,0,0,0,0,0,0,3,0,0,1
374,244,75,"M",3,"R1","Monday","yes",3,4,"3",0,1,0,1,1,1,0,1,0,0,0,3,0,0,2
375,245,53,"F",4,"R1","Monday","no",16,6,"5",0,0,11,14,9,5,0,0,1,3,1,3,0,2,14
376,246,49,"M",1,"R1","Monday","yes",20,5,"4",0,1,3,15,1,3,0,1,0,1,1,4,0,16,0
377,247,14,"F",2,"R1","Monday","no",10,2,"1",0,8,0,2,0,3,0,3,0,0,0,3,7,0,0
378,247,50,"F",3,"R1","Monday","yes",5,2,"1",0,1,0,4,0,0,0,0,0,0,0,2,0,3,0
379,247,63,"M",3,"R1","Monday","yes",3,2,"1",0,1,1,1,0,0,0,0,0,0,0,1,0,1,1
380,248,20,"M",2,"R1","Monday","yes",8,3,"2",0,4,1,3,0,1,0,1,0,0,0,1,0,0,8
381,248,50,"F",3,"R1","Monday","yes",15,6,"5",0,1,4,10,0,1,0,1,0,0,0,3,0,7,6
382,249,71,"F",1,"R1","Tuesday","yes",5,3,"2",0,0,0,4,1,0,0,0,0,0,0,1,0,0,4
383,250,39,"F",1,"R1","Tuesday","yes",9,3,"2",0,1,5,3,0,2,0,1,0,1,0,3,0,5,2
384,251,52,"F",4,"R1","Tuesday","yes",5,2,"1",0,0,0,4,1,2,0,0,0,2,0,2,0,2,1
385,251,55,"F",1,"R1","Tuesday","yes",18,4,"3",0,0,13,16,1,12,0,0,7,4,1,2,0,11,5
386,252,44,"F",3,"R1","Tuesday","yes",4,3,"2",0,0,1,3,0,1,0,0,0,1,0,1,0,3,1
387,253,64,"F",4,"R1","Tuesday","yes",2,2,"1",0,0,0,1,1,1,0,0,0,0,1,2,0,0,0
388,254,76,"F",3,"R1","Tuesday","no",1,1,"0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
389,255,62,"F",1,"R1","Tuesday","yes",11,5,"4",1,0,9,4,0,4,1,0,2,1,0,4,0,0,9
390,255,64,"M",3,"R1","Tuesday","yes",19,6,"5",1,1,15,5,1,7,1,1,3,1,1,4,0,0,17
391,256,70,"F",4,"R1","Tuesday","no",3,1,"0",1,0,1,1,0,1,1,0,0,0,0,0,0,0,3
392,257,46,"M",2,"R1","Tuesday","yes",4,2,"1",1,2,0,1,0,4,1,2,0,1,0,4,0,0,1
393,258,11,"M",2,"R1","Tuesday","yes",4,3,"2",0,3,0,1,0,2,0,2,0,0,0,1,2,0,3
394,258,62,"F",4,"R1","Tuesday","yes",8,2,"1",0,1,0,6,1,1,0,1,0,0,0,2,0,6,0
395,259,19,"F",2,"R1","Tuesday","no",24,3,"2",0,15,2,7,0,8,0,5,1,2,0,3,0,18,3
396,259,52,"M",1,"R1","Tuesday","yes",8,4,"3",0,0,6,2,0,3,0,0,2,1,0,3,0,0,5
397,260,32,"F",4,"R1","Tuesday","yes",11,2,"1",0,7,1,3,0,3,0,3,0,0,0,2,0,9,0
398,261,65,"M",4,"R1","Tuesday","yes",9,4,"3",0,0,1,8,0,1,0,0,0,1,0,1,0,5,3
399,261,67,"F",2,"R1","Tuesday","yes",6,3,"2",0,0,2,3,1,1,0,0,0,0,1,2,0,0,5
400,262,78,"M",3,"R1","Tuesday","yes",1,1,"0",0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
401,263,63,"F",4,"R1","Tuesday","yes",1,1,"0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
402,264,23,"F",2,"R1","Tuesday","yes",9,4,"3",0,0,7,2,0,0,0,0,0,0,0,3,0,4,2
403,265,16,"M",4,"R1","Tuesday","no",15,4,"3",0,10,2,3,0,2,0,0,1,1,0,3,9,0,3
404,265,47,"F",3,"R1","Tuesday","yes",12,7,"6+",0,1,3,6,2,4,0,1,1,1,1,3,0,0,9
405,265,49,"M",4,"R1","Tuesday","yes",34,3,"2",0,26,30,31,27,1,0,1,0,0,0,2,0,30,2
406,266,37,"M",3,"R1","Tuesday","no",8,5,"4",0,0,3,1,4,3,0,0,1,1,1,1,0,0,7
407,266,51,"F",2,"R1","Tuesday","no",19,3,"2",0,8,4,7,0,1,0,0,1,0,0,1,0,17,1
408,267,49,"F",4,"R1","Tuesday","yes",47,2,"1",0,1,20,21,25,35,0,1,3,6,25,2,0,45,0
409,268,14,"M",3,"R1","Tuesday","yes",3,1,"0",0,1,0,2,0,3,0,1,0,2,0,3,0,0,0
410,268,18,"M",1,"R1","Tuesday","no",2,1,"0",0,1,0,1,0,1,0,1,0,0,0,2,0,0,0
411,268,48,"F",3,"R1","Tuesday","yes",6,3,"2",0,2,1,3,0,4,0,2,0,2,0,3,0,2,1
412,269,44,"M",4,"R1","Tuesday","yes",13,3,"2",0,1,10,10,0,3,0,1,1,1,0,13,0,0,0
413,270,54,"M",4,"R1","Tuesday","yes",6,2,"1",0,0,3,3,0,1,0,0,0,1,0,3,0,3,0
414,271,52,"F",2,"R1","Wednesday","no",39,6,"5",0,20,8,17,0,25,0,20,0,5,0,7,0,31,2
415,271,56,"M",3,"R1","Wednesday","no",2,3,"2",0,0,0,2,0,2,0,0,0,2,0,0,0,0,2
416,272,69,"F",4,"R1","Wednesday","no",16,6,"5",0,0,9,4,3,1,0,0,1,0,0,0,1,4,11
417,273,56,"F",4,"R1","Wednesday","yes",4,2,"1",0,0,0,4,0,0,0,0,0,0,0,1,0,0,3
418,273,61,"M",4,"R1","Wednesday","no",11,6,"5",0,0,4,6,1,0,0,0,0,0,0,2,0,0,9
419,274,48,"F",3,"R1","Wednesday","yes",30,6,"5",5,20,2,3,0,27,5,20,1,1,0,2,0,24,4
420,275,44,"M",3,"R1","Wednesday","yes",15,6,"5",0,0,15,10,0,2,0,0,2,0,0,1,0,13,2
421,276,35,"F",3,"R1","Wednesday","yes",5,3,"2",0,0,3,0,2,1,0,0,0,0,1,1,0,0,5
422,277,63,"F",1,"R1","Wednesday",NA,4,1,"0",0,1,1,1,1,1,0,1,0,0,0,3,0,0,4
423,277,68,"M",4,"R1","Wednesday","no",4,2,"1",0,1,1,2,0,1,0,0,0,1,0,2,0,0,4
424,278,59,"F",3,"R1","Wednesday","yes",3,2,"1",0,0,1,2,0,0,0,0,0,0,0,2,0,0,1
425,278,63,"M",3,"R1","Wednesday","yes",3,2,"1",0,0,2,1,0,0,0,0,0,0,0,2,0,1,0
426,279,24,"F",4,"R1","Wednesday","yes",12,3,"2",0,0,10,12,0,0,0,0,0,0,0,12,0,0,0
427,280,13,"M",3,"R1","Wednesday","yes",3,2,"1",0,3,0,0,0,3,0,3,0,0,0,0,3,0,0
428,280,61,"M",4,"R1","Wednesday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,281,45,"M",2,"R1","Wednesday","no",34,4,"3",0,0,8,26,0,12,0,0,0,12,0,2,0,26,6
430,282,49,"F",4,"R1","Wednesday","no",9,4,"3",0,2,3,4,0,1,0,1,0,0,0,0,0,0,9
431,283,74,"M",4,"R1","Wednesday","yes",1,2,"1",0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
432,284,14,"M",3,"R1","Wednesday","no",2,1,"0",0,0,0,2,0,2,0,0,0,2,0,2,0,0,2
433,284,57,"F",4,"R1","Wednesday","yes",6,3,"2",0,1,0,5,0,4,0,1,0,3,0,2,0,0,4
434,284,57,"M",3,"R1","Wednesday","yes",5,2,"1",0,1,0,4,0,1,0,1,0,0,0,1,0,3,3
435,285,69,"F",4,"R1","Wednesday","no",13,3,"2",0,0,6,13,0,2,0,0,1,1,0,0,0,0,13
436,286,41,"M",3,"R1","Wednesday","no",39,10,"6+",0,18,10,9,2,1,0,0,0,1,0,4,0,25,10
437,286,41,"F",2,"R1","Wednesday","no",17,7,"6+",0,0,9,8,0,1,0,0,0,1,0,1,0,0,16
438,287,18,"F",1,"R1","Thursday","yes",9,5,"4",0,1,5,3,0,3,0,1,1,1,0,1,0,5,3
439,287,46,"F",2,"R1","Thursday","no",6,4,"3",0,0,2,4,0,0,0,0,0,0,0,1,0,4,1
440,288,8,"M",3,"R1","Thursday","yes",6,5,"4",0,4,2,0,0,3,0,2,1,0,0,4,3,0,1
441,288,36,"F",4,"R1","Thursday","no",9,4,"3",0,3,2,4,0,8,0,3,2,3,0,3,0,5,1
442,289,48,"F",3,"R1","Thursday","yes",14,3,"2",0,1,1,11,1,6,0,1,0,4,1,2,0,12,0
443,290,20,"F",1,"R1","Thursday","yes",21,4,"3",0,7,8,2,10,3,0,1,2,0,0,2,0,10,9
444,290,60,"M",3,"R1","Thursday","yes",5,2,"1",0,0,4,1,0,0,0,0,0,0,0,2,0,0,3
445,291,12,"F",1,"R1","Thursday","yes",5,3,"2",0,4,0,1,0,1,0,1,0,0,0,2,2,0,1
446,291,44,"M",2,"R1","Thursday","yes",10,2,"1",0,2,5,3,0,1,0,1,0,0,0,10,0,0,0
447,291,47,"F",3,"R1","Thursday","yes",11,6,"5",0,2,3,6,0,6,0,2,2,2,0,3,0,5,5
448,292,59,"F",1,"R1","Thursday","no",35,7,"6+",0,0,2,29,21,0,0,0,0,0,0,5,0,0,30
449,293,20,"F",3,"R1","Thursday","no",4,2,"1",0,1,1,2,0,2,0,1,0,1,0,2,0,0,2
450,294,52,"M",3,"R1","Thursday","yes",13,4,"3",2,0,2,8,1,7,2,0,0,4,1,4,0,5,4
451,295,37,"M",3,"R1","Thursday","yes",10,4,"3",0,1,5,3,1,10,0,1,5,3,1,3,0,7,4
452,296,12,"M",1,"R1","Thursday","yes",4,3,"2",0,2,1,1,0,0,0,0,0,0,0,4,0,0,1
453,296,43,"M",4,"R1","Thursday","yes",20,6,"5",0,2,13,9,0,4,0,2,1,1,0,11,0,0,11
454,297,77,"M",4,"R1","Thursday","no",4,3,"2",0,0,3,0,1,1,0,0,0,0,1,1,0,0,3
455,298,61,"F",4,"R1","Thursday","yes",4,4,"3",0,0,2,1,1,2,0,0,0,1,1,1,0,0,4
456,299,55,"M",3,"R1","Thursday","yes",16,2,"1",0,0,0,16,0,1,0,0,0,1,0,1,0,15,0
457,300,18,"M",3,"R1","Thursday","yes",13,3,"2",0,0,8,5,0,0,0,0,0,0,0,2,0,10,1
458,300,20,"F",2,"R1","Thursday","yes",11,5,"4",0,1,6,4,0,4,0,0,3,1,0,3,0,6,2
459,300,47,"F",4,"R1","Thursday","yes",6,2,"1",0,1,3,2,0,0,0,0,0,0,0,3,0,3,0
460,300,52,"M",4,"R1","Thursday","yes",4,2,"1",0,1,0,1,2,0,0,0,0,0,0,2,0,2,0
461,301,60,"M",1,"R1","Thursday","yes",4,3,"2",0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
